order_id,customer_id,product,quantity,unit_price,line_total
O70513,C1019,Desk Lamp,1,163.71,163.71
O93203,C1002,Desk Lamp,3,147.58,442.74
O65640,C1044,Screen Protector,2,64.4,128.8
O29805,C1007,Bluetooth Headphones,3,126.19,378.57
O48401,C1045,Usb-C Cable,1,178.23,178.23
O13071,C1053,Webcam,1,58.09,58.09
O87170,C1030,Wireless Mouse,3,92.79,278.37
O70925,C1048,Wireless Mouse,3,54.3,162.89999999999998
O93611,C1015,Portable Charger,2,51.68,103.36
O42142,C1017,Laptop Sleeve,2,96.18,192.36
O56112,C1033,Mechanical Keyboard,3,175.98,527.9399999999999
O16385,C1017,Mechanical Keyboard,2,125.81,251.62
O56961,C1028,Phone Case,1,64.38,64.38
O39573,C1000,Mechanical Keyboard,3,18.81,56.42999999999999
O75382,C1028,Portable Charger,1,95.43,95.43
O74004,C1010,Laptop Sleeve,3,39.66,118.97999999999999
O25963,C1038,Portable Charger,1,129.79,129.79
O31093,C1002,Wireless Mouse,2,93.49,186.98
O43347,C1040,Wireless Mouse,2,65.32,130.64
O27781,C1019,Phone Case,2,74.85,149.7
O85101,C1031,Bluetooth Headphones,2,177.82,355.64
O42949,C1038,Wireless Mouse,1,127.97,127.97
O86483,C1049,Bluetooth Headphones,1,125.09,125.09
O22597,C1057,Hdmi Adapter,1,111.26,111.26
O52003,C1037,Laptop Stand,3,85.81,257.43
O75514,C1034,Mechanical Keyboard,1,124.96,124.96
O90315,C1052,Screen Protector,3,125.19,375.57
O53758,C1012,Portable Charger,3,9.35,28.049999999999997
O85385,C1018,Screen Protector,2,179.83,359.66
O84752,C1030,Usb-C Cable,1,107.5,107.5
O98208,C1051,Phone Case,2,72.84,145.68
O50449,C1002,Phone Case,1,90.04,90.04
O55093,C1024,Screen Protector,2,13.04,26.08
O85813,C1012,Desk Lamp,1,143.74,143.74
O65640,C1044,Phone Case,1,117.99,117.99
O25386,C1002,Desk Lamp,3,58.33,174.99
O27888,C1012,Laptop Sleeve,2,130.74,261.48
O32224,C1056,Desk Lamp,1,178.41,178.41
O31884,C1031,Wireless Mouse,2,21.26,42.52
O91108,C1029,Bluetooth Headphones,1,104.15,104.15
O81820,C1026,Portable Charger,2,35.35,70.7
O93238,C1057,Laptop Stand,3,152.92,458.76
O55504,C1040,Screen Protector,1,90.84,90.84
O88018,C1050,Portable Charger,3,140.51,421.53
O47700,C1025,Wireless Mouse,3,42.76,128.28
O34431,C1027,Mechanical Keyboard,1,44.56,44.56
O30052,C1026,Desk Lamp,2,122.93,245.86
O13646,C1001,Bluetooth Headphones,3,114.31,342.93
O73517,C1030,Laptop Stand,1,161.6,161.6
O47261,C1049,Mechanical Keyboard,3,172.29,516.87
O19634,C1037,Phone Case,1,22.11,22.11
O81188,C1049,Portable Charger,3,170.68,512.04
O38177,C1027,Screen Protector,3,90.51,271.53000000000003
O49513,C1006,Usb-C Cable,3,95.635,286.90500000000003
O15788,C1020,Wireless Mouse,2,56.66,113.32
O19567,C1036,Screen Protector,2,76.45,152.9
O23937,C1029,Portable Charger,3,27.64,82.92
O17339,C1047,Portable Charger,2,127.1,254.2
O98208,C1051,Laptop Sleeve,3,93.88,281.64
O36744,C1032,Laptop Stand,2,64.04,128.08
O69988,C1029,Usb-C Cable,3,96.65,289.95000000000005
O19337,C1051,Laptop Stand,2,16.68,33.36
O93665,C1012,Laptop Sleeve,3,143.0,429.0
O96309,C1010,Laptop Sleeve,3,23.29,69.87
O39937,C1010,Laptop Sleeve,3,130.81,392.43
O85813,C1012,Portable Charger,1,88.24,88.24
O90775,C1010,Screen Protector,1,176.11,176.11
O70384,C1044,Usb-C Cable,2,28.62,57.24
O56961,C1028,Screen Protector,1,59.4,59.4
O72613,C1000,Phone Case,2,20.18,40.36
O11947,C1055,Usb-C Cable,1,69.62,69.62
O23937,C1029,Phone Case,3,147.58,442.74
O87937,C1048,Usb-C Cable,2,159.71,319.42
O16672,C1023,Mechanical Keyboard,1,105.55,105.55
O15370,C1034,Phone Case,2,126.93,253.86
O72021,C1020,Laptop Stand,2,50.11,100.22
O84714,C1014,Laptop Sleeve,3,107.17,321.51
O74918,C1051,Desk Lamp,3,49.37,148.10999999999999
O24328,C1025,Screen Protector,1,85.68,85.68
O17331,C1044,Mechanical Keyboard,3,105.55,316.65
O22363,C1036,Webcam,1,50.77,50.77
O85552,C1038,Wireless Mouse,3,85.1,255.29999999999998
O46463,C1026,Portable Charger,2,45.03,90.06
O77582,C1024,Phone Case,3,136.97,410.90999999999997
O34551,C1000,Webcam,2,176.74,353.48
O54265,C1031,Mechanical Keyboard,3,32.35,97.05000000000001
O56312,C1016,Hdmi Adapter,1,100.96,100.96
O93611,C1015,Usb-C Cable,1,102.01,102.01
O68619,C1011,Screen Protector,1,52.16,52.16
O89482,C1053,Wireless Mouse,2,136.17,272.34
O18934,C1006,Usb-C Cable,2,177.62,355.24
O27146,C1040,Hdmi Adapter,1,33.47,33.47
O23113,C1021,Hdmi Adapter,3,60.58,181.74
O43022,C1019,Screen Protector,1,140.68,140.68
O70806,C1025,Desk Lamp,2,150.74,301.48
O34259,C1051,Usb-C Cable,1,75.93,75.93
O14660,C1021,Laptop Sleeve,3,124.65,373.95000000000005
O54500,C1037,Webcam,1,33.19,33.19
O85465,C1018,Hdmi Adapter,2,177.93,355.86
O75251,C1009,Laptop Stand,3,13.32,39.96
O24253,C1011,Portable Charger,1,33.24,33.24
O30070,C1028,Screen Protector,3,54.44,163.32
O37483,C1005,Wireless Mouse,1,101.92,101.92
O44429,C1035,Hdmi Adapter,1,92.8,92.8
O44159,C1052,Laptop Stand,3,140.81,422.43
O70807,C1036,Laptop Stand,1,152.41,152.41
O70513,C1019,Portable Charger,3,130.36,391.08000000000004
O32825,C1001,Laptop Stand,2,45.66,91.32
O19232,C1003,Wireless Mouse,1,106.89,106.89
O40983,C1019,Hdmi Adapter,2,155.52,311.04
O13071,C1053,Mechanical Keyboard,2,59.97,119.94
O19567,C1036,Usb-C Cable,3,22.18,66.53999999999999
O65590,C1038,Portable Charger,2,80.73,161.46
O88018,C1050,Desk Lamp,2,140.6,281.2
O53583,C1042,Portable Charger,2,30.95,61.9
O47002,C1025,Desk Lamp,2,141.05,282.1
